,EQNR,DNB,NHY,NOKUSD
2025-01-28,0.27894328135271595,0.1761383452977131,0.1624073304356859,-0.293441359632223
2025-01-29,0.26093307491434875,0.16590571565962517,0.14379860292666308,-0.28618318044981145
2025-01-30,0.24969055479694408,0.17352043247935336,0.13608510700115728,-0.27872907365218086
2025-01-31,0.24741692781271268,0.18769596796489038,0.11590767708392789,-0.2656516029972839
2025-02-03,0.25694357748736224,0.18160560514352395,0.0750646211469046,-0.15909338742062176
2025-02-04,0.2890869428845845,0.2150286971497715,0.041677654788308566,-0.22866523663689653
2025-02-05,0.33614113828127645,0.16945141403630368,0.04946344366363043,-0.26145614387717137
2025-02-06,0.3416250133942553,0.18551091114133303,0.03995831241682791,-0.2600796499618449
2025-02-07,0.35654344666969073,0.16527820186599082,0.03057207882937455,-0.2563347156902903
2025-02-10,0.44415993912542007,0.20613443056941322,0.16345670442499532,-0.28113923066685653
2025-02-11,0.4992375506257478,0.24266058321562467,0.15210844912436736,-0.3263209278833674
2025-02-12,0.535949292415915,0.29663990532447454,0.14578056024787134,-0.3327637872908086
2025-02-13,0.5594753454455309,0.2913983168234504,0.14987784553218425,-0.3225020426209848
2025-02-14,0.5403981853742099,0.2694218749111274,0.15322881920046288,-0.2949286916390196
2025-02-17,0.5608810556252911,0.2690417216846933,0.15457329250890814,-0.29396540188338505
2025-02-18,0.5735957315460297,0.280237875183976,0.16958872088606705,-0.26346616092695324
2025-02-19,0.5659619602627219,0.26686148494658535,0.16662876578452593,-0.2770300407269023
2025-02-20,0.5666462538346929,0.2663950508270788,0.18121914184046417,-0.2751867202805671
2025-02-21,0.5545568685116832,0.20271789406252172,0.21820760648380655,-0.2880342873144218
2025-02-24,0.5538896631177412,0.20642548026404514,0.21991869390821156,-0.29069484319546457
2025-02-25,0.5732320815257007,0.19922547338294136,0.21901356534404787,-0.28462015668993995
2025-02-26,0.5671868952929155,0.15296566707547765,0.19435660319223985,-0.27768044826565
2025-02-27,0.5672160516571091,0.15202832066649768,0.19725063506910212,-0.2834898769274418
2025-02-28,0.5670271730717392,0.15159037884813337,0.20608856686055932,-0.25293691615459024
2025-03-03,0.5313170334232711,0.06064444241308374,0.1353405490100496,-0.2535047653125088
2025-03-04,0.5164346073273995,0.07977985033421033,0.15144541460545122,-0.2320030696894998
2025-03-05,0.5257190345021314,0.013368196579962894,0.04794137721292046,-0.27399656727051486
2025-03-06,0.5367900609433772,0.028384156694842882,0.07714076584812019,-0.23967149739251334
2025-03-07,0.5517916172102861,0.04282215583694918,0.0587101737922432,-0.23171348145099163
2025-03-10,0.5012560650467773,0.05160746918325999,0.10197000546187746,-0.24078074860173077
2025-03-11,0.4871634346877642,0.04198741032006181,0.10015454971473654,-0.23223306147232886
2025-03-12,0.45649389243130034,-0.0036729607307774857,0.06545337096948663,-0.1888829913288443
2025-03-13,0.4367001039780858,-0.04457389236055964,0.05088740304747084,-0.18952863176803164
2025-03-14,0.43487671816004525,-0.047898510865861235,0.039820493072790224,-0.24289402453074072
2025-03-17,0.43890052801398316,-0.045164888327639464,0.04704222790493534,-0.2361071420476686
2025-03-18,0.4347429303819636,-0.05060378027783774,0.04427553770839698,-0.24103367455547917
2025-03-19,0.44074310158007357,-0.04527944820470963,0.0458942669939301,-0.23257870708570028
2025-03-20,0.43615099190042506,-0.05237063876524523,0.0225684204211319,-0.23100112809069986
2025-03-21,0.43661149707150176,-0.057214801693425896,0.017202007104654388,-0.23138758077581156
2025-03-24,0.41535254709303226,-0.06813371905063004,0.023831167960832705,-0.2170130119745547
2025-03-25,0.41438922254662564,-0.0650705539736012,0.02424423956705058,-0.219328434885236
2025-03-26,0.42185040853766026,-0.04488137995068591,0.014986700189904459,-0.22168505218659337
2025-03-27,0.39446031246305807,-0.06623617359434511,-0.015751681528654398,-0.20396236392179135
2025-03-28,0.3898693177552251,-0.05712844310235529,2.462540340256919e-05,-0.20796261362387833
2025-03-31,0.40227984926535537,-0.07291353853860752,-0.017970902258270176,-0.21015084837179115
2025-04-01,0.3929863923973561,-0.07053849318281624,-0.015002220238210863,-0.21679803740565057
2025-04-02,0.3821620204008384,-0.09237449332453135,-0.024640894309903072,-0.2090341683076757
2025-04-03,0.48267834627789985,0.18999297150481018,0.05038257136087484,-0.24059077285877375
2025-04-04,0.5193137318484288,0.4263132016777463,0.1813019286290739,-0.2516574767499195
2025-04-07,0.5132109671886007,0.4331877994581582,0.1579475773707854,-0.0699529964197547
2025-04-08,0.49836803528340967,0.4203222375067946,0.1610077582033899,-0.018322918385211516
2025-04-09,0.33576213312604963,0.31947768983488045,0.04720870830516625,-0.01051533442439176
2025-04-10,0.276169173179999,0.22697875567657141,-0.002810524769968727,-0.05735977703349812
2025-04-11,0.27301532464332057,0.22949300304798503,-0.008749948268815502,-0.06329579000392375
2025-04-14,0.27796003890192567,0.23139081570247336,-0.006680389679971763,-0.05357674625700631
2025-04-15,0.26775922095833826,0.23453829320181846,-0.022570882763543142,-0.03214554595665286
2025-04-16,0.263838713643911,0.22938183586238206,-0.03744688216197654,-0.05107109615206219
2025-04-17,0.262967701167118,0.2250836868168565,-0.03154024190397733,-0.024626925085983936
2025-04-21,0.2702322916210528,0.22618361326165642,-0.03559381754843205,-0.020995797888842586
2025-04-22,0.25649421256425103,0.22671609532939363,-0.04214394241732521,0.022893855287660067
